Malabar Parotta Recipe - Kerala Parotta Recipe,",2 cups All Purpose Flour (Maida),2 tablespoons Ghee,1/2 cup Milk,1/2 teaspoon Sugar,1 teaspoon Salt , to taste,Lukewarm Water , as required",10,45,55,4,Kerala Recipes,Lunch,Vegetarian,"To begin making the Malabar/Kerala Parotta recipe, in a mixing bowl or a food processor, add the maida, ghee, milk, sugar, salt and sufficient lukewarm water and make a firm dough.Cover the malabar parotta dough and allow it to rest 15 to 20 minutes.Divide the malabar parotta dough into equal portions and roll them into balls.Place a ball on a worktop and roll the malabar/kerala parotta with the help of a rolling pin into thin sheet.Now apply some ghee on the rolled malabar parotta and dust it with the little maida.Make small pleats like an accordian and then bring the pleats together. Start to roll the malabar parotta into a round pinwheel from one end. Dust in flour and roll into a circular shape.Do the same with the remaining portion of the malabar parotta dough. Heat the tawa over medium heat; add the rolled out malabar/ kerala parotta and cook without ghee for a few seconds until the raw look goes away. Drizzle little ghee and cook the malabar parotta from both sides until lightly brown and crisp.Serve Malabar Parotta with Vegetable Kurma and Kerala Style Egg Roast Curry Recipe as a weeknight dinner or as a paratha for and indian party menu with friends and family.
"
वेजीटेरियन काबुली पुलाव रेसिपी - Vegetarian Kabuli Pulao Recipe,",2 कप चावल , पानी में 10 से 15 मिनट के लिए भिगो ले,2 कप काबुली चना या छोला , उबाल ले,2 प्याज , पतला काट ले,5 टहनी पुदीना,1 तेज पत्ता,2 इंच दाल चीनी,4 लॉन्ग,2 इलाईची , क्रश कर ले,1 बड़ी इलाइची , क्रश कर ले,1 बड़े चमच्च घी,नमक , स्वाद अनुसार,2 प्याज , बारीक काट ले,2 टमाटर , प्यूरी बना ले,2 बड़े चमच्च अदरक लहसुन का पेस्ट,1 छोटा चमच्च पैपरिका पाउडर,2 छोटा चमच्च धनिया पाउडर,1/2 छोटा चमच्च दालचीनी पाउडर,2 छोटे चमच्च जीरा पाउडर,2 छोटे चमच्च गरम मसाला पाउडर,1 बड़ा चमच्च घी,नमक , स्वाद अनुसार",30,30,60,4,Indian,Main Course,High Protein Vegetarian,"वेजीटेरियन काबुली पुलाव रेसिपी बनाने के लिए सबसे पहले काबुली चना को धो कर रात भर भिगो ले.  सुबह इसे प्रेशर कुकर में प्रयोग अनुसार पानी के साथ डाले और 3 सिटी आने तक उबाल ले. प्रेशर अपने आप निकलने दे और अलग से रख दे. चावल को धो कर प्रयोग अनुसार पानी में भिगो दे. एक कढ़ाई में 1 बड़ा चमच्च घी गरम करें। इसमें प्याज डाले और उनके भूरा होने तक पका ले. गैस बंद करें और प्याज को एक बाउल में निकलकर अलग से रख ले. उसी कढ़ाई में थोड़ा और घी गरम करें। इसमें बारीक कटे हुए प्याज डाले और उनके नरम होने तक पका ले. नरम होने के बाद इसमें अदरक लहसुन का पेस्ट डाले और 2 मिनट के लिए पका ले. 2 मिनट के बाद टमाटर की प्यूरी डाले और 3 से 4 मिनट के लिए पका ले.  अब इसमें पैपरिका पाउडर, दालचीनी पाउडर, जीरा पाउडर, गरम मसाला पाउडर, लाल मिर्च पाउडर डाले और मिला ले।  2 मिनट बाद इसमें काबुली चना, 1 कप पानी, नमक डाले और 10 से 12 मिनट के लिए पकने दे. गैस बंद करें और अलग से रख दे. अब दूसरी कढ़ाई ले. इसमें घी गरम करें। घी के गरम होने के बाद इसमें दालचीनी, लॉन्ग, इलाईची, बड़ी इलाईची डाले और 10 सेकण्ड्स के लिए पकने दे.इसमें चावल, नमक, 1-1/2 कप पानी डाले, ढके और माध्यम आंच पर 15 से 20 मिनट तक पकने दे. चावल के पक जाने के बाद पूरा पानी निकाल ले और अलग से रख दे. एक कढ़ाई में अब काबुली चना का मसाला डाले। इस पर आधे चावल और तले हुए प्याज और पुदीना डाले।   फिर से इसपर काबुली मसाला, चावल, तले हुए प्याज, पुदीना डाले, ढके और 10 मिनट के लिए पका ले. वेजीटेरियन काबुली पुलाव रेसिपी को तड़का रायता या टमाटर प्याज ककड़ी का रायता और पापड़ के साथ दिन के खाने के लिए परोसे।
"
Mediterranean Quinoa Bowl Recipe With Red Bell Pepper Sauce,",1 cup Quinoa,1 cup Mixed vegetables , blanched, (broccoli, beans, corn, carrots, mushrooms etc),2 Tomatoes , chopped,3 to 4 Spring Onion Greens , chopped,Fresh Herbs , Handful of chopped herbs (parsley, basil),1 tablespoon Lemon juice,1/2 teaspoons Black pepper powder,8 Black olives , sliced/chopped,Salt , to taste,2 Red Bell pepper (Capsicum),10 to 12 Badam (Almond) , or walnuts,1 tablespoon Lemon juice,2 teaspoon Pomegranate molasses , optional,Salt , to taste,1/2 teaspoon Paprika powder,1 tablespoon Extra Virgin Olive Oil",10,30,40,2,Mediterranean,Dinner,High Protein Vegetarian,"To begin making the Mediterranean Quinoa bowl first, chargrill the peppers directly on a flame till they are evenly roasted.Cool and peel off the black skin. Remove seeds and chop the peppersBlend the peppers with the other ingredients under ‘red bell pepper sauce’ in a blender and keep it aside.Cook Quinoa according to the package instructions. Once done, cool it down.In a large mixing bowl, add the Quinoa, vegetables, tomatoes, onions, herbs, lime juice, olives, salt and black pepper. Mix and put in individual bowls topped with the red bell pepper sauce. Chill for 30 minutes (optional) and serve.Serve this healthy Mediterranean Quinoa Bowl on its own for a light meal or as a salad with Homemade Hummus and Pita Bread for your dinner.
"
Sweet Potato Balls Recipe Stuffed With Cheesy Garlic Mayo Recipe,",3 Sweet Potatoes , large one, cooked, peeled and grated,4 sprigs Coriander (Dhania) Leaves , finely chopped,1 teaspoon Red Chilli powder,1 teaspoon Cumin powder (Jeera),1/2 teaspoon Amchur (Dry Mango Powder),1/4 cup Rice flour,3 tablespoon Corn flour,1/2 cup Whole Wheat Bread crumbs,Salt , to taste,1/4 cup Del Monte Cheesy Garlic Mayo,1 teaspoon Whole Black Peppercorns , coarsely pounded,Sunflower Oil , for deep frying",30,30,60,4,Appetizer,Dinner,High Protein Vegetarian,"To begin making Sweet Potato Balls Recipe Stuffed With Cheesy Garlic Mayo, prep all the ingredients according to the ingredients.In a large mixing bowl add the grated sweet potatoes, coriander leaves, salt, chilli powder, cumin powder, amchur powder and rice flour. Divide the Sweet Potato mixture into 8 to 10 portions and keep aside.In another bowl mix the rest of the corn flour, salt and black pepper. Add some water to make a slurry (neither too thick nor too thin) to dip and coat the balls.Place the breadcrumbs on a flat plate and the Del Monte Cheesy garlic Mayo in a piping bag or a plastic bag. This makes it easy to fill the center of the balls.Make a hole in the balls with your finger. Fill it with the Del Monte Cheesy garlic Mayo (about 1/2 teaspoon), leaving some space at the top. Carefully cover and seal the top.Dip each ball in the corn flour-water mixture. Shake off excess mixture.Roll each sweet potato balls in the breadcrumbs. Again shake off excess breadcrumbs.Preheat a skillet over medium heat and pan fry the sweet potato balls in batches till they turn golden brown. Take the sweet potato balls out of the pan with a slotted spoon. Drain on absorbent paper.Serve the Sweet Potato Balls Recipe Stuffed With Cheesy Garlic Mayo hot with roasted tomato sauce. or chutney of choice. You can also serve it with Del Monte Mint Mayo
"
Dark Chocolate Sandesh (Shondesh) Dipped In Chocolate Recipe,",2 liter Milk , full fat,Lemon juice , from one or two lemons,200 grams Dark chocolate,3-4 tablespoons Condensed Milk,1 tablespoon Cocoa Powder,1/2 teaspoon Vanilla Extract,1/4 cup Raisins , finely chopped,2 tablespoons Slivered Almonds (Badam)",15,35,50,10,Bengali Recipes,Dessert,Vegetarian,"To begin making the Dark Chocolate Sandesh (Shondesh) Dipped In Chocolate Recipe, first prepare the chenna or fresh cottage cheese, which is the base for many Bengali sweets.To do this, place the full fat milk in a saucepan or heavy bottomed pan and bring it to a boil. Once the milk is bubbling away, add the lemon juice and turn off the heat. The milk will curdle and coagulate within seconds.Once the entire milk has coagulated and you see the cheese floating on top and a clear whey separated from it. Prepare the chenna and rinse it under running water thoroughly. Tie it in a cheese cloth and hang it to drain out the excess water. This process takes at least for a couple of hours.In the meantime, chop the dark chocolate into small chunks to make it easier to melt. Place a sauce pan with water over a medium heat. In a heatproof bowl which is slightly larger than the saucepan, add the chopped chocolate and place this bowl over the saucepan, ensuring that the boiling water doesn’t touch the surface of the heatproof bowl.The heat generated by the boiling water will melt the chocolate gently. Lower the heat and begin to melt the chocolate with a spatula, till it is smooth and glossy.Add the cocoa powder and vanilla essence to the melted chocolate and keep it aside.Time to check on the chenna once again. Once most of the water is drained out, tip the cheese on a flat surface and begin kneading it, pressing it down and forward with the heel of your palm.Working it on the surface like you would dough for chapatis or puris. The kneading is most important as it makes the chenna smooth, and almost like a fine paste by the end of the process.Note: If kneading the sondesh takes too much time and effort, you could also use a food processor. However the result will be a finer paste-like sondesh, while this recipe tastes good when the chenna mix is well-kneaded, but slightly grainy.Reserving about 3 tablespoons of the melted chocolate in a smaller bowl, add the rest of the melted chocolate to the kneaded chenna. Add the condensed milk and once again mix until it is well combined.Heat a heavy bottomed pan and tip the chenna mixture into it. Cook on medium heat until the mixture begins to leave the sides of the pan and come together as a ball.Remove the mixture from the heat, add the raisins and mix well. Once it is cool enough to work with, divide the chenna into 12 equal parts. Shape them into round balls and lightly flatten each by patting them softly with your fingers.Dip half the balls in melted chocolate reserved separately earlier and top it off with roasted slivered almonds. Place the balls chocolate side up, to set a little.Serve the Dark Chocolate Sandesh on Angoori Rasmalai.
"
Tamil Nadu Style Coconut Chutney Recipe - For Idli And Dosa,",1-1/2 cups Fresh coconut , grated,2 Green Chillies,1 inch Ginger,3/4 cup Lukewarm Water,Salt , to taste,1/2 teaspoon Mustard seeds,1 teaspoon White Urad Dal (Split),1 teaspoon Sunflower Oil , for seasoning,1 sprig Curry leaves , finely chopped,1 Dry Red Chilli , broken",10,10,20,4,South Indian Recipes,Side Dish,Vegetarian,"To begin making the Tamil Nadu Coconut Chutney Recipe, into a mixer grinder; add the fresh coconut, green chillies, and ginger along with warm water and blend to make a smooth coconut chutney.The addition of warm/ hot water prevents the coconut chutney from getting curdled and sticky. Transfer the Tamil Nadu coconut chutney into a bowl and stir in the lemon juice and salt to taste.The next step is to make the tadka.Heat oil in a small pan on medium heat; add mustard seeds, urad dal and allow it to crackle and the dal to turn golden brown. Once the dal turns brown, add the curry leaves and red chillies and saute for a few seconds. Once done turn off the heat.Spoon the tadka over the Tamil Nadu Coconut Chutney & serve.Serve the delicious Tamil Nadu Coconut Chutney Recipe along with Dosa's, Idli's and Vegetable Rava Upma's or any other dish you want to savor it with.
"
Laal Maas Biryani Recipe,",500 grams Mutton , on the bone, washed and cleaned,1/2 cup Curd (Dahi / Yogurt),2 teaspoons Cumin powder (Jeera),2 teaspoons Coriander Powder (Dhania),2 tablespoons Ginger Garlic Paste,Salt , to taste,10 Kashmiri dry red chillies , soaked in water for at least 20 minutes,1 teaspoon Cumin seeds (Jeera),2 Black cardamom (Badi Elaichi),3 Cardamom (Elaichi) Pods/Seeds,1 inch Cinnamon Stick (Dalchini),3 Cloves (Laung),1 Bay leaf (tej patta),1 tablespoon Ghee,3 Onions , thinly sliced,1 teaspoon Garam masala powder,Salt , to taste,2 sprig Coriander (Dhania) Leaves , chopped,Charcoal , pieces for smoking,1/4 cup Ghee,1 Bay leaf (tej patta),2 Kashmiri dry red chillies,1 Black cardamom (Badi Elaichi),2 Cardamom (Elaichi) Pods/Seeds,1 inch Cinnamon Stick (Dalchini),2 Cloves (Laung),2 Onions , thinly sliced,2 tablespoons Ginger , paste,2 tablespoons Garlic , paste,Salt , to taste,2 Green Chillies , slit,2 teaspoons Coriander (Dhania) Powder,1 tablespoons Kashmiri Red Chilli Powder,1/2 teaspoon Turmeric powder (Haldi),2 cups Basmati rice , washed and soaked for 30 minutes,1/4 cup Coriander (Dhania) Leaves , finely chopped,1/4 cup Mint Leaves (Pudina) , finely chopped",30,60,90,8,Rajasthani,Main Course,Non Vegeterian,"To begin making the Laal Maas Biryani Recipe, we will first make the laal maas. To make the Laal Maas - We will first make the Laal maas masala First, soak the Kashmiri red chillies in water for about 10 minutes.  Once done, heat a saucepan with water, halfway through the pan, on medium flame and bring it to a rolling boil. Once it comes to a rolling boil, reduce the flame, and add all the whole spices - kashmiri red dry chillies, cumin seeds, black cardamom, green cardamom, cinnamon stick, cloves and bay leaf. Let it boil for about 5-7 minutes and then turn off the flame. Drain the excess water and set aside. Do not discard the water.  Cool the boiled spices to room temperature and grind to a smooth paste using very little water.Transfer the Laal Maas Masala to a bowl and set aside. To marinate the mutton for the laal maas In a mixing bowl, combine the washed and cleaned mutton along with yogurt, freshly ground laal maas masala, cumin powder, coriander powder, turmeric powder, salt and ginger garlic paste. Nicely massage the marinade on to the mutton pieces, cover and set aside for a minimum of 30 minutes. To make the Laal Maas Masala CurryIn a kadai heat ghee on medium flame, add the sliced onions and saute until they turn into a lovely brown colour. This will take about 10 minutes on low medium heat stirring continuously, to get an even colour. To the browned onions, now add the ginger garlic paste, and continue to cook for yet another minute. At this stage, add the marinated mutton pieces along with the marinade and give it a good stir. Add salt to taste, and about 1/2 cup of water, and allow the mutton to cook on medium-low heat for about 25 minutes or until the mutton is 85% cooked. Turn on the flame and light a piece of charcoal until burning red hot. Once its well lit, transfer the charcoal piece, into a small katori, and add 2 cloves into this same katori. Now gently place the charcoal katori in the centre of laal maas kadai, pour about 2 teaspoons of ghee over  it and immediately close the kadai with a lid. Allow the smoke to be absorbed by the laal maas. Open the lid after 3-4 minutes, remove the katori with the coal; add the garam masala and mix it properly. Set this laal maas masala curry aside. You can eat this laal maas curry along with rice or even phulka for lunch or dinner.To make the Laal maas biryani Heat a pressure cooker with ghee on medium flame, to this add the whole spices - bay leaf, kashmiri red chilli, big cardamom, small cardamom, cloves and cinnamon. Once these whole spices begin to sizzle, add the thinly sliced onions and saute until they turn into a light brown colour. Once the onions have browned, add the ginger garlic paste, green chillies and salt. Continue to cook for about a minute or two. Then add the coriander powder, turmeric powder and kashmiri red chilli powder. Stir well, now add the pre cooked laal maas, meat and gravy included and give it a good mix until well combined. Finally, add the washed and drained rice, 4 cups of water, coriander and mint leaves and give it a quick stir. Adjust the salt to suit your taste. Close the pressure cooker and pressure cook the Laal Maas Biryani for 2-3 whistles and turn off the flame. Allow the pressure to release naturally and then open the pressure cooker.  Give the Laal Maas Biryani a gentle stir taking care to keep the Biryani rice separate.Transfer the Laal Maas Biryani to a platter and serve piping hot. Serve Laal Maas Biryani Recipe along with some Lachedar Kakdi Pyaz Kachumber Recipe and Onion Raita Recipe - Pyaz Ka Raita Recipe for a complete meal.
"
Diabetic Friendly Green Moong Dal/ Mung Beans Soup Recipe,",1/4 cup Green Moong Dal (Whole),1 Green Chilli,1 teaspoon Cumin seeds (Jeera),Asafoetida (hing) , a pinch,6 Whole Black Peppercorns , crushed,1 teaspoon Lemon juice,Salt , as required,1 teaspoon Sunflower Oil",5,15,20,3,Indian,Appetizer,Diabetic Friendly,"To begin making the Green Moong Dal Soup, wash the Green moong dal and soak it in water for 4 hours or overnight.Next day, add it to pressure cooker and cook for 3 whistles. Once done, mash it or puree with hand blender or mixer adding a cup of water. Heat oil in a pan, add cumin seeds. Once the cumin seeds sizzles, add asafoetida and saute for a minute.Now pour the mashed dal along with a cup of water, required salt, slit green chilli and crushed pepper. Mix well and boil in low flame for 5 minutes. Switch off the flame and add lemon juice. Garnish with Coriander leaves. Mix and serve hot. Serve Green Moong Dal Soup along  Sweet Potato & Methi Stuffed Paratha Recipe & Raw Papaya, Apple & Carrot Salad Recipe for a wholesome weeknight Indian dinner. 
"
Assamese Bilahir Tok Recipe ,",6 Tomatoes , finely chopped,1/4 teaspoon Turmeric powder (Haldi),1 teaspoon Red Chilli powder,1/2 teaspoon Sugar , (adjust if you like more sweetness),Salt , to taste,1 tablespoon Mustard oil,1 teaspoon Panch Phoran Masala,2 Bay leaves (tej patta),1 Dry Red Chilli , halved",10,15,25,4,Assamese,Side Dish,Vegetarian,"To begin making the Assamese Bilahir Tok recipe, heat a kadai/pan with mustard oil.When the oil starts to smoke, temper with the ingredients given 'For tempering'.Now, add the chopped tomatoes to the pan. Add turmeric powder, red chilli powder, salt and sugar and mix well.Cook over low/medium flame, covered for 5-7 minutes, stirring occasionally.Continue cooking till all the extra moisture has been absorbed and the oil separates on the sides of the kadai.Switch off and your delicious Bilahir Tok is ready to be served.
"
पंजाबी भिंडी कढ़ी रेसिपी - Punjabi Bhindi Kadhi Recipe,",15 भिंडी , आधा काट ले,2 बड़े चम्मच तेल,1 कप दही,2 बड़े चम्मच बेसन,1/2 छोटा चम्मच हल्दी पाउडर,1 छोटा चम्मच धनिया पाउडर,1/4 छोटा चम्मच लाल मिर्च पाउडर,नमक , स्वाद अनुसार,1/4 छोटा चम्मच जीरा,2 सुखी लाल मिर्च,1 इंच दालचीनी,1-1/2 बड़ा चम्मच घी,1-1/2 tablespoon Ghee",15,30,45,4,Punjabi,Dinner,Vegetarian,"पंजाबी भिंडी कढ़ी रेसिपी बनाने के लिए सबसे पहले एक सॉसपैन में दही, बेसन, हल्दी पाउडर, धनिया पाउडर, लाल मिर्च पाउडर, नमक डाले और अच्छी तरह से मिला ले. ध्यान रखें गाठें ना पड़े. 2 कप पानी डाले और फिर से मिला ले. अब गैस चालू करें और उबलने के लिए रख दे. कढ़ी के उबलने के बाद, गैस की आंच धीमी करें और उबलने दे. तक तक, एक कढ़ाई में तेल गरम करें। इसमें भिंडी, नमक डाले और भिंडी के नरम और कुरकुरा होने तक पका ले. अलग से रख दे. अब एक सॉसपैन में घी गरम करें।  इसमें जीरा, दालचीनी, सुखी लाल मिर्च डाले और जीरा के तड़कने तक पका ले. गैस बंद करें।अब यह भिंडी और तड़का कढ़ी में डाले और मिला ले. कढ़ी को 5 से 7 मिनट तक पकने दे. मिलाए, गैस बंद करें और परोसे।पंजाबी भिंडी कढ़ी रेसिपी को चावल, आलू पालक की सब्ज़ी और फुल्का के साथ दिन के खाने के लिए बनाने। 
"
पंजाबी भिंडी कढ़ी रेसिपी - Punjabi Bhindi Kadhi Recipe,",15 भिंडी , आधा काट ले,2 बड़े चम्मच तेल,1 कप दही,2 बड़े चम्मच बेसन,1/2 छोटा चम्मच हल्दी पाउडर,1 छोटा चम्मच धनिया पाउडर,1/4 छोटा चम्मच लाल मिर्च पाउडर,नमक , स्वाद अनुसार,1/4 छोटा चम्मच जीरा,2 सुखी लाल मिर्च,1 इंच दालचीनी,1-1/2 बड़ा चम्मच घी,1-1/2 tablespoon Ghee",15,30,45,4,Punjabi,Dinner,Vegetarian,"पंजाबी भिंडी कढ़ी रेसिपी बनाने के लिए सबसे पहले एक सॉसपैन में दही, बेसन, हल्दी पाउडर, धनिया पाउडर, लाल मिर्च पाउडर, नमक डाले और अच्छी तरह से मिला ले. ध्यान रखें गाठें ना पड़े. 2 कप पानी डाले और फिर से मिला ले. अब गैस चालू करें और उबलने के लिए रख दे. कढ़ी के उबलने के बाद, गैस की आंच धीमी करें और उबलने दे. तक तक, एक कढ़ाई में तेल गरम करें। इसमें भिंडी, नमक डाले और भिंडी के नरम और कुरकुरा होने तक पका ले. अलग से रख दे. अब एक सॉसपैन में घी गरम करें।  इसमें जीरा, दालचीनी, सुखी लाल मिर्च डाले और जीरा के तड़कने तक पका ले. गैस बंद करें।अब यह भिंडी और तड़का कढ़ी में डाले और मिला ले. कढ़ी को 5 से 7 मिनट तक पकने दे. मिलाए, गैस बंद करें और परोसे।पंजाबी भिंडी कढ़ी रेसिपी को चावल, आलू पालक की सब्ज़ी और फुल्का के साथ दिन के खाने के लिए बनाने। 
"
Jowar and Vegetable Porridge Recipe,",1/4 cup Jowar Seeds , ground to a coarse mix,1/2 cup Green beans (French Beans) , finely chopped,1/2 cup Carrots (Gajjar) , finely chopped,1 Green Chilli , finely chopped,1 sprig Curry leaves,2 teaspoons Coriander (Dhania) Leaves , finely chopped for garnish,1 teaspoon Mustard seeds,1 teaspoon Sunflower Oil,Salt , to taste",5,15,20,4,South Indian Recipes,South Indian Breakfast,Vegetarian,"To begin making Jowar and Vegetable Porridge Recipe, pressure cook the coarsely ground jowar with 4 cups of water and salt for 4 whistles using a pressure cooker. Keep aside.Now heat oil in a wide pan, add the mustard seeds and let it crackle.After the mustard seeds have crackles add the green chillies, curry leaves and let it splutter.Once done add the beans, carrot and a pinch of salt and saute for 2 minutes till the vegetables are cooked yet crunchy in texture.Now, add in the cooked jowar to the pan, and some water, season with salt and simmer Jowar and Vegetable Porridge for 5 minutes.Once the Jowar and Vegetable Porridge reaches the desired consistency turn off the heat and garnish Jowar and Vegetable Porridge with coriander leaves.Serve the Jowar and Vegetable Porridge Recipe along with Fresh Fruit Bowl and Masala Chai for a healthy breakfast.
"
Vegan Jackfruit Ice Cream Recipe With Coconut Milk,",400 ml Coconut milk,1 cup Jackfruit Ripe (Kathal) , puree,1/2 cup Sugar,1 cup Jackfruit Ripe (Kathal) , finely chopped",15,0,15,4,Indian,Dessert,Vegan,"To begin making the Vegan Jackfruit Ice Cream Recipe With Coconut Milk, the first step is to freeze the ice cream bowl for at least 2 days in the freezer. This ice cream bowl comes along with the KitchenIf ice cream maker.Once you have a frozen bowl; you can get started to prepare the mixture for the jack fruit ice cream.Into a blender jar, add the coconut milk, jackfruit puree, sugar and and blend until well combined. Refrigerate for two hours.Place the frozen ice cream bowl into the kitchenif ice cream maker. Attach the paddle and set the timer for 30 minutes.Start the ice cream maker and pour the blended jackfruit ice cream mixture through the opening into the ice cream maker. Do not turn off the machine in between till 30 minutes is up. You will see that slowly, the ice cream will start turning thick and creamy.At the 20 minutes mark add in the finely chopped Jackfruit into the ice cream maker. Once done, spoon half the mixture into a ice cream bowl (You can also use a loaf pan). Cover the pan with an airtight lid or an aluminium foil or a cling film and freeze for about at least 8 hours. Once the ice cream is frozen, scoop out the ice cream into a cone or a bowl and top it with some more fresh chopped jackfruit if you like and serve. Serve Vegan Jackfruit Ice Cream Recipe With Coconut Milk as a dessert after a meal of Beans Mezhukkupuratti, White Pumpkin Mor Kuzhambu, Matta Rice/ Chemba Rice and Muringakka Manga Mulakushyam.
"
पछा मांगा पचड़ी रेसिपी - Tamil Nadu Raw Mango Pachadi Recipe,",1 कच्चा आम , बड़ा बड़ा काट ले,1 कप इमली का पानी,1 बड़ा चमच्च गुड़,1 बड़ा चमच्च सांबर पाउडर,1 छोटा चमच्च हल्दी पाउडर,1/2 छोटा चमच्च नमक,1 छोटा चमच्च राइ,हींग , चुटकी भर,1 टहनी कढ़ी पत्ता,2 सुखी लाल मिर्च,तेल , प्रयोग अनुसार",5,30,35,4,Tamil Nadu,Side Dish,Vegetarian,"पछा मांगा पचड़ी रेसिपी बनाने के लिए सबसे पहले कच्चे आम को इमली का पानी, गुड़ और हल्दी पाउडर के साथ एक सॉसपैन में डाले। गैस चालू करें और मध्यम आंच पर उबलने दे. आम के नरम होने के बाद, इसमें सांबर पाउडर, नमक डाले और मिला ले. गाढ़ा होने तक पकने दे. गाढ़ा हो जाने के बाद, गैस बंद कर दे. अब एक तड़का पैन में तेल गरम करें। इसमें राइ, कढ़ी पत्ता, हींग, सुखी लाल मिर्च डाले और 10 सेकण्ड्स तक पकने दे. इसके बाद, इस तड़के को पचड़ी में डाले और मिला ले. पछा मांगा पचड़ी रेसिपी को कीरई सांबर, चावल, चाउ चाउ थोरन और मसाला चाय के साथ परोसे।
"
अमृतसरी अजवाइनी पनीर रेसिपी - Amritsari Ajwaini Paneer (Recipe In Hindi),",1कप कप पनीर,1 cup टमाटर प्यूरी,1 प्याज , बारीक काट ले,2 कली लहसुन,1 हरी मिर्च,1 इंच अदरक,5 काजू,2 लॉन्ग,1 छोटा चमच्च अजवाइन,1 छोटा चमच्च गरम मसाला पाउडर,1 छोटा चमच्च हल्दी पाउडर,1-1/2 छोटा चमच्च धनिया पाउडर,1/2 छोटा चमच्च लाल मिर्च पाउडर,1/2 छोटा चमच्च शक्कर,नमक,1 बड़ा चमच्च तेल,हरा धनिया , काट ले, गार्निश के लिए",20,40,60,4,North Indian Recipes,Side Dish,Vegetarian,"अमृतसरी अजवाइनी पनीर बनाने के लिए सबसे पहले प्याज, लहसुन, अदरक और हरी मिर्च को एक मिक्सर ग्राइंडर में डाले और पेस्ट बना ले. अलग से रख दे. अब एक मिक्सर ग्राइंडर में काजू के साथ थोड़ा पानी डाले और पेस्ट बना ले. अलग से रख दे. अब एक हमनदस्ते में अजवाइन और लॉन्ग डाले और पीस ले. एक कढ़ाई में तेल गरम करें। इसमें प्याज का पेस्ट डाले और 3 मिनट तक पका ले. अब इसमें हल्दी पाउडर, पिसा हुआ मसाला और गरम मसाला डाले और 2 मिनट के लिए पका ले. अब इसमें टमाटर प्यूरी, धनिया पाउडर, लाल मिर्च पाउडर और नमक डाले। कढ़ाई को ढके और 4 से 5 मिनट के लिए पका ले. इसके बाद इसमें काजू का पेस्ट, शक्कर डाले और 1 मिनट के लिए पका ले. अब इसमें पनीर डाले मिलाए और हरे धनिये से गार्निश करें। अमृतसरी अजवाइनी पनीर को प्याज थेपला और धनिया पुदीना चटनी के साथ परोसे।
"
Broccoli Paratha Recipe,",500 grams Broccoli,1 Onion,1 tablespoon Coriander Powder (Dhania),Salt , as per taste,1 teaspoon Red Chilli powder,1 teaspoon Garam masala powder,1 teaspoon Cumin powder (Jeera),1 teaspoon Sunflower Oil,2 cups Whole Wheat Flour,Salt , to taste,Water , as required,Sunflower Oil , or ghee for frying paratha",30,30,60,3,North Indian Recipes,Lunch,Vegetarian,"To begin making the Broccoli Paratha recipe, mix wheat flour, salt and water to form a soft non sticky dough, cover and let it rest for at least 30 minutesCut broccoli into small pieces and put them in hot water for 5 minutes.Remove and pat dry the florets. Grate the broccoli florets and keep them aside. If you are using a blender, use small jar. Add small quantity of florets and pulse grind. Don't grind too much as broccoli loses water. In a heavy pan, add oil and fry onions. Add grated broccoli and fry for 3 to 4 minutes. Broccoli cooks very fast. So keep stirring continuously so that it does not stick to the pan. After broccoli mixture is dry and is well cooked, add salt, red chilli, coriander powder, jeera powder, garam masala and mix well. Cool the mixture completely before making the parathas.In the mean while, knead the wheat dough well, make equal size balls. Flaten the dough ball with hand and thin out the edges. Make a cup and put the broccoli stuffing in the middle, close the edges.Donot pinch off the excess dough. Instead fold it and seal the stuffed dough with it.Dust the ball with flour and roll gently. Do not apply much pressure. Place the rolled paratha on a hot tawa and cook till brown spots appear. Apply oil, cook from both the sides and they are ready to eat.Serve Broccoli Paratha along with Dhaniya Pudina Chutney and Boondi Raita for your weekday meal.
"
Kathirikkai Thogayal Recipe - Thuvaiyal (Spicy Brinjal Chutney Recipe),",1 Brinjal (Baingan / Eggplant) , chopped,3 Dry Red Chillies,1 teaspoon Whole Black Peppercorns,1 teaspoon Chana dal (Bengal Gram Dal),1 teaspoon White Urad Dal (Split),1 teaspoon Mustard seeds,1 teaspoon Turmeric powder (Haldi),1 teaspoon Red Chilli powder,2 sprigs Curry leaves,30 grams Tamarind , soaked in 1 cup hot water,Salt , to taste,Sunflower Oil , for cooking",20,30,50,4,South Indian Recipes,Side Dish,Vegetarian,"We begin making the Kathirikkai Thogayal Recipe - Thuvaiyal (Spicy Brinjal Chutney Recipe) by heating a heavy bottomed pan with oil, temper the mustard seeds and curry leaves, let it splutter for few seconds.Then, later on, add the dry red chillies , urad dal , channa dal and peppercorns. Saute till it turns light brown. Add in the Chopped brinjal and saute till it becomes brown and mushy.You can season it with salt , turmeric and red chilli powder. Cook till the raw smell of the spice goes away. Add the soaked tamarind water, wait till all the water is soaked in by the brinjal.Let it aside to cool, then blend it into a smooth paste using a hand blender by adding a little water (2 tablespoons) .Serve the Kathirikkai Thogayal Recipe - Thuvaiyal (Spicy Brinjal Chutney Recipe) along with  lunch meal .
"
